,FarmID,NDVI,date
0,test,0.24291336042415682,2018-12-17
1,test,0.0339227700836332,2018-12-22
2,test,0.3413070756705865,2019-01-01
3,test,0.8951064512962635,2019-01-06
4,test,0.6141978965219981,2019-01-11
5,test,0.6144257245829893,2019-01-16
6,test,0.8533454384965727,2019-01-21
7,test,0.27819313545992325,2019-01-26
8,test,0.6578957630023683,2019-01-31
9,test,0.4543002458413744,2019-02-05
10,test,0.4121233198701311,2019-02-10
11,test,0.7102020189395896,2019-02-15
12,test,0.4110295605832899,2019-02-20
13,test,0.5319418503453297,2019-02-25
14,test,0.04553594224269268,2019-03-02
15,test,-0.012072193548816805,2019-03-12
16,test,-0.023220317626230946,2019-03-17
17,test,0.00895121451061596,2019-03-22
18,test,0.07174589359049281,2019-03-27
19,test,0.03991062844609414,2019-04-01
20,test,0.07212668940548891,2019-04-06
21,test,0.3943585883993512,2019-04-11
22,test,0.6328802297707491,2019-04-16
23,test,0.7740949775354532,2019-04-21
24,test,0.3288329469269433,2019-04-26
25,test,0.6448115088090983,2019-05-01
26,test,0.7667837559063101,2019-05-06
27,test,0.23596503068956975,2019-05-11
28,test,0.398381127273038,2019-05-16
29,test,0.8560045131368746,2019-05-21
30,test,0.5435947528274971,2019-05-26
31,test,0.8220972689033147,2019-05-31
32,test,0.311861155521532,2019-06-05
33,test,0.3278434484311063,2019-06-10
34,test,-0.02422819551190441,2019-06-15
35,test,0.6982925422517682,2019-06-20
36,test,0.09702253660053481,2019-06-25
37,test,0.02638539909122337,2019-06-30
38,test,0.3446498548628989,2019-07-05
39,test,0.055197712811044214,2019-07-10
40,test,0.14081622345874287,2019-07-15
41,test,0.09246523431774585,2019-07-20
42,test,-0.02162894237714429,2019-07-25
43,test,0.012671760844628191,2019-07-30
44,test,-0.01100579816920888,2019-08-04
45,test,-0.03032566326281273,2019-08-09
46,test,0.5366706246873933,2019-08-14
47,test,0.6852744924811344,2019-08-19
48,test,0.5599717382878232,2019-08-24
49,test,0.37780418297293944,2019-09-08
50,test,-0.01982803063263747,2019-09-18
51,test,0.43777834503249274,2019-09-23
52,test,0.5904966494378275,2019-09-28
53,test,0.6988004930269108,2019-10-03
54,test,0.264390744200372,2019-10-08
55,test,-0.026573474095419585,2019-10-13
56,test,0.6007758182892755,2019-10-18
57,test,0.4087531156972152,2019-10-23
58,test,-0.004909686495146794,2019-10-28
59,test,0.011763151726617712,2019-11-07
60,test,0.015591276691588708,2019-11-12
61,test,0.017492825755282854,2019-11-17
62,test,0.047378646465280554,2019-11-22
63,test,0.15184976395686064,2019-11-27
64,test,0.37431866238398837,2019-12-02
65,test,0.02438386913166414,2019-12-07
66,test,0.1168371275918908,2019-12-12
67,test,0.7681710391214062,2019-12-17
68,test,0.7136200878921576,2019-12-22
69,test,0.652828628380504,2019-12-27
70,test,0.9287691741559363,2020-01-01
71,test,0.9038972070230198,2020-01-06
72,test,0.21401923313920312,2020-01-11
73,test,0.9081415207179514,2020-01-16
74,test,0.8978489955090074,2020-01-21
75,test,0.8332897893360967,2020-01-26
76,test,0.15150541298507877,2020-01-31
77,test,0.827052697834931,2020-02-05
78,test,0.20684825972759974,2020-02-10
79,test,0.45949075720647803,2020-02-15
80,test,0.46489154860970155,2020-02-20
81,test,0.5463583691169255,2020-02-25
82,test,0.20799700336611662,2020-03-01
83,test,0.042873281828383146,2020-03-06
84,test,-0.028931949050549403,2020-03-11
85,test,0.06961882661729793,2020-03-16
86,test,0.07014961621265138,2020-03-21
87,test,0.14214551465363592,2020-03-26
88,test,0.1486534383702812,2020-03-31
89,test,0.38330016922819704,2020-04-05
90,test,0.32826905217679087,2020-04-10
91,test,0.6489523635374056,2020-04-15
92,test,0.8105942362702409,2020-04-20
93,test,0.7654526610599462,2020-04-25
94,test,0.8731696371643528,2020-04-30
95,test,0.8381607967288143,2020-05-05
96,test,0.6157938802468225,2020-05-10
97,test,0.7154863418590354,2020-05-15
98,test,0.40760972468729434,2020-05-20
99,test,0.750111974351828,2020-05-25
100,test,0.8499783373965,2020-05-30
101,test,0.745491563356007,2020-06-04
102,test,0.30717360654461623,2020-06-09
103,test,-0.02998432499119812,2020-06-14
104,test,0.10499597083718017,2020-06-19
105,test,0.22706860627464812,2020-06-24
106,test,-0.020051893461913155,2020-06-29
107,test,0.16709300938738542,2020-07-04
108,test,0.1635277742900238,2020-07-09
109,test,0.18288291908538457,2020-07-14
110,test,0.18597089772396688,2020-07-24
111,test,-0.021501312350898968,2020-07-29
112,test,0.0159659723232015,2020-08-03
113,test,-0.01819083185857229,2020-08-08
114,test,-0.029108662072710286,2020-08-13
115,test,0.37165595786579175,2020-08-18
116,test,0.690674760283552,2020-08-23
117,test,0.06116280654824851,2020-08-28
118,test,0.44154225593068797,2020-09-02
119,test,0.49695004150374084,2020-09-07
120,test,0.7903934238743817,2020-09-12
121,test,0.15963027575609068,2020-09-17
122,test,0.05676290545665853,2020-09-22
123,test,-0.012918746382872324,2020-09-27
124,test,0.3832786527247703,2020-10-02
